"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","토지등 소유자 수","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","분양세대총수","60㎡이하","60㎡초과~85㎡이하","85㎡초과","임대세대총수","(임대)40㎡이하","(임대)40㎡초과~50㎡이하","(임대)50㎡초과","건축계획비고","위치도","조감도","배치도","조합사무실 주소","조합사무실 전화번호"
"11290-100014004","성북구","길음동","재개발(주택정비형)","조합","길음제8구역 주택재개발정비사업조합","길음동 612-10","조합해산","일시중단","1309","길음제8구역","성북구 길음동 612-10번지","104449.70","249924.94","","","76741.60","6853.10","5367.60","","","","","제3종 일반주거지역","","225.89","738","26","3","0","","","","0","","","","","","","","송현빌딩 4층","02-921-4274"
"11230-100007004","동대문구","전농동","재개발(주택정비형)","조합","전농제7구역 주택재개발정비사업조합","전농동 449-9","조합해산","운영","1495","전농제7구역주택재개발정비사업조합","동대문구 전농동 449-9","151859.05","369840.48","제2종일반주거지역","재정비촉진지구","108642.50","17679.90","5282.70","2125.90","0.00","1162.00","16899.30","공동주택","22.57","238.26","63","22","3","1984","550","977","457","413","288","125","","","/servlet/image/assc/2012/12/201212271428251356586105237.jpg","/servlet/image/assc/2012/07/201207311702511343721771001.jpg","/servlet/image/assc/2012/07/201207311704481343721888845.jpg","2층","02-2241-9161"
"11230-100007000","동대문구","전농동","재개발(주택정비형)","조합","전농8구역주택재개발정비사업조합","전농동 204","조합설립인가","운영","633","전농8구역주택재개발정비사업조합","동대문구 전농동 204번지","93697.00","289080.73","전농답십리뉴타운 개발구역","","72231.50","10884.00","6830.10","0.00","","0.00","3743.40","주택재개발사업","25.45","249.99","130","32","4","1398","611","660","127","352","77","106","169","","/servlet/image?url=images/assc/2024/08/202408231010461724375446811.jpg","/servlet/image?url=images/assc/2024/08/202408230951401724374300437.jpg","/servlet/image?url=images/assc/2024/08/202408230951421724374302714.jpg","서울특별시 동대문구 전농로17길 55, 3층 (전농동)","02-2212-0247"
"11230-100006045","동대문구","휘경동","재개발(주택정비형)","조합","휘경3재정비촉진구역 주택재개발정비사업조합","휘경동 172","일반분양승인","운영","603","휘경3재정비촉진구역 주택재개발정비사업조합","동대문구 휘경동 172번지","65338.00","195963.42","제3종일반주거지역","재정비촉진지구","41652.00","9316.00","3195.00","6310.00","1480.00","","3385.00","공동주택 및 부대복리시설","18.45","29.96","118","35","3","1785","397","1387","1","314","87","70","157","","/servlet/image/assc/2011/10/201110131004401318467880981.bmp","/servlet/image?url=images/assc/2016/10/201610041201351475550095821.jpg","/servlet/image?url=images/assc/2016/10/201610041201381475550098194.jpg","거부빌딩 6층","02-2245-7223"
"11230-100006043","동대문구","이문동","재개발(주택정비형)","조합","이문1재정비촉진구역 주택재개발정비사업조합","이문동 257-42","일반분양승인","운영","1759","이문1재정비촉진구역","동대문구 이문동 257-42번지","144856.00","458412.65","제2종 및 제3종 일반주거지역 일반상업지역","재정비촉진지구","115829.00","17621.00","9228.00","0.00","0.00","0.00","2178.00","공동주택","30.00","247.60","75","27","5","2528","1235","1185","108","541","236","249","56","","/servlet/image?url=images/assc/2015/12/201512281459311451282371597.jpg","/servlet/image?url=images/assc/2021/09/202109011300231630468823283.jpg","/servlet/image?url=images/assc/2021/09/202109011301051630468865355.jpg","301호","02-960-2788"
"11230-100006039","동대문구","휘경동","재개발(주택정비형)","조합","휘경2재정비촉진구역 주택재개발정비사업조합","휘경동 128-12","조합해산","운영","442","휘경2재정비촉진구역","동대문구 휘경동 128-12번지 일대","43329.00","133637.18","제3종일반주거지역","일반미관지구","28587.00","6921.00","3402.00","3438.00","","","","공동주택","21.17","299.67","112","29","3","726","324","348","54","174","70","61","43","","/servlet/image/assc/2013/04/201304051730341365150634144.jpg","/servlet/image/assc/2011/07/201107051206181309835178637.jpg","/servlet/image/assc/2013/09/201309051716411378369001946.jpg","달란트 건물 3층","02-968-7225"
"11230-100003010","동대문구","용두동","재개발(주택정비형)","조합","용두제6구역 주택재개발정비사업조합","용두동 753-9","조합해산","운영","470","용두제6구역 주택재개발정비사업조합","동대문구 용두동 753-9번지 ","53371.00","150487.26","제2종일반주거지역","일반미관지구(무학로변)","43409.00","7177.00","1865.00","920.00","","","","아파트및부대복리시설","23.58","226.30","65","21","2","869","342","522","5","179","84","77","18","정비(구역)계획 변경 고시문(2014.11.27)에 건축면적,동수 내용없음","/servlet/image/assc/2015/03/201503161102361426471356952.jpg","/servlet/image/assc/2015/11/201511121536061447310166206.jpg","/servlet/image/assc/2015/11/201511201506141447999574805.jpg","대광빌딩 4층","02-921-0183"
"11650-900000789","서초구","반포동","재건축","조합","강남원효성빌라 재건축정비사업조합","반포동 591-1","조합설립인가","운영","105","강남원효성빌라 주택재건축정비사업","서초구 반포동 591-1","24729.00","47251.05","제1종일반주거지역","","24125.00","604.00","0.00","0.00","0.00","0.00","0.00","공동주택 및 부대복리시설","53.16","109.69","13","4","2","103","","","103","0","","","","","/servlet/image?url=images/assc/2022/03/202203241104341648087474471.jpg","/servlet/image?url=images/assc/2022/04/202204271033331651023213259.png","/servlet/image?url=images/assc/2022/04/202204271033331651023213417.png","서울특별시 서초구 사평대로20길 76, 6동 지하층 (반포동, 효성빌라)","02-534-0103"
"11305-900000786","강북구","번동","가로주택정비","조합","번동 3구역 가로주택 정비사업 조합","번동 430-27","사업시행인가","운영","58","번동3구역 가로주택정비사업","강북구 번동 430-27","7374.10","30896.30","제3종 일반주거지역","","","","","","","","","공동주택","31.51","308.02","80","28","2","180","117","63","","46","","19","27","","/servlet/image?url=images/assc/2021/06/202106101351591623300719713.png","/servlet/image?url=images/assc/2023/08/202308241421201692854480573.jpg","/servlet/image?url=images/assc/2023/08/202308241421201692854480773.jpg","2층 201호","02-907-1881"
"11230-100003005","동대문구","답십리동","재개발(주택정비형)","조합","답십리제14구역주택재개발정비사업조합","답십리동 25","조합해산","운영","405","답십리제14주택재개발구역","동대문구 답십리동 25-0","32729.70","98513.32","도시지역","제2종일반주거지역","27367.70","3253.00","","2109.00","","","","아파트","20.92","245.92","60","20","2","662","516","146","","140","60","60","20","","/servlet/image/assc/2011/07/201107051749351309855775536.jpg","/servlet/image/assc/2013/08/201308291610031377760203183.jpg","/servlet/image/assc/2013/08/201308291610591377760259517.jpg","서울시 동대문구 한천로 43 (답십리동 12-266 리더스빌딩 2층 202호)","02-2245-6006"
"11230-100003002","동대문구","청량리동","재개발(주택정비형)","조합","청량리제6구역주택재개발정비사업조합","청량리동 205","사업시행인가","운영","688","청량리제6주택재개발정비구역","동대문구 청량리동 205번지 일대","83883.10","227419.52","제2종일반주거지역(12층이하)","","63056.30","14800.80","4200.00","","","","700.00","공동주택 및 부대복리시설","25.00","234.00","72","16","","1242","543","612","87","255","78","","177","","/servlet/image?url=images/assc/2021/09/202109081632161631086336722.png","/servlet/image/assc/2024/11/202411221107111732241231953.jpg","/servlet/image/assc/2024/11/202411221109151732241355188.jpg","서울특별시 동대문구 홍릉로 87, 3층 (스피트메이트 건물) (청량리동)","02-3295-2277"
"11710-100002007","송파구","거여동","재개발(주택정비형)","조합","거여2재정비촉진구역제2지구 주택재개발정비사업조합","거여동 234","조합해산","운영","670","거여2-2지구","송파구 거여동 234-0","61850.10","179787.07","3종일반주거지역","재정비촉진지구","43359.30","11781.60","5470.00","436.70","18490.80","","802.50","공동주택(아파트)및 부대복리시설","30.00","277.10","94","33","4","972","305","544","123","227","110","94","23","","/servlet/image/assc/2010/03/201003311201091270004469989.jpg","/servlet/image/assc/2012/05/201205311500451338444045176.jpg","/servlet/image/assc/2012/05/201205311453471338443627412.jpg","서울특별시 송파구 거마로17길 13, 2층(거여동) (거여동)","02-407-8353"
"11590-900000614","동작구","신대방동","재개발(도시정비형)","추진위원회","신대방역세권 재개발정비사업조합설립추진위원회","신대방동 600-14","조합설립추진위원회승인","운영","582","신대방역세권 도시정비형 재개발정비사업","동작구 신대방동 600-14","587.47","222935.61","준주거지역 3종일반주거지역","","44480.00","6253.00","3110.00","","12940.00","","493.00","공동주택/판매시설/근린생활시설","30.62","333.97","100","30","6","1024","550","394","80","140","20","30","90","2015년 정비도서 기준으로 실 사업 시 변경될 수 있음","/servlet/image?url=images/assc/2020/12/202012211016141608513374390.jpg","/servlet/image?url=images/assc/2022/04/202204261502391650952959209.png","/servlet/image?url=images/assc/2022/04/202204261502391650952959372.png","401호","02-848-5100"
"11170-100005010","용산구","이촌동","재건축","조합","왕궁아파트 주택재건축 정비사업조합","이촌동 300-11","조합설립인가","운영","250","왕궁아파트주택재건축정비사업조합","용산구 이촌1동 300-11","17621.50","","3종 일반주거지역","역사문화미관지구, 아파트지구","","","","","","","","공동주택 및 부대복리시설","28.20","294.47","15570","47","3","250","","","250","0","","","","","/servlet/image/assc/2011/12/201112050030441323012644079.jpg","/servlet/image/assc/2011/12/201112050030441323012644219.jpg","/servlet/image/assc/2011/12/201112050030441323012644503.jpg","왕궁아파트단지 내","02-794-1987"
"11170-100005004","용산구","후암동","재건축","추진위원회","후암동제1구역 주택재건축정비사업 조합설립추진위원회","후암동 142-4","조합설립추진위원회승인","운영","686","후암동제1구역주택재건축정비사업조합설립추진위원회","용산구 후암동 142-4번지 일대","100000.00","","용산구 후암1구역","일반주거지역","","","","","","","","일반주거","","","","","","0","","","","0","","","","0","/servlet/image?url=images/assc/2023/12/202312261452281703569948289.png","","","서울특별시 용산구 두텁바위로1길 68-1, 1층 (후암동)","010-4415-4012"
"11140-100002005","중구","신당동","재개발(주택정비형)","조합","신당제8구역 재개발정비사업조합","신당동 321-1","관리처분인가","운영","544","신당제8구역주택재개발 정비사업","중구 신당동 321번지 일대","58651.30","189092.58","2종일반주거지역","","45184.00","7992.00","3699.30","","","470.00","1306.00","공동주택(아파트)/및 부대복리시설","17.68","244.17","84","28","4","1030","513","449","68","183","90","80","13","","/servlet/image?url=images/assc/2018/04/201804121354301523508870409.jpg","/servlet/image/assc/2019/06/201906270026031561562763974.jpg","/servlet/image?url=images/assc/2024/05/202405101504191715321059096.jpg","서울특별시 중구 다산로22길 26, 3층 (신당동)","02-2231-9559"
"11140-100002004","중구","만리동","재개발(주택정비형)","조합","만리제2주택재개발정비사업조합","만리동2가 176-1","조합해산","운영","861","만리제2주택재개발정비구역","중구 만리동2가 176-1","67199.30","192785.18","제1종일반주거지역/제2종일반주거지역","제3종일반주거지역/일반상업지역중심지미관지구","55172.30","3412.60","7804.60","0.00","","","809.80","공동주택 및 부대복리시설","19.61","234.27","","25","5","1113","413","681","19","228","149","79","","","/servlet/image?url=images/assc/2024/05/202405142040411715686841091.jpg","/servlet/image?url=images/assc/2024/05/202405102145131715345113389.png","/servlet/image?url=images/assc/2024/05/202405142040411715686841362.jpg","서울특별시 중구 만리재로 175, 401동 213호 매장 외 사무실 (만리동2가, 서울역센트럴자이)","02-362-2782"
